E_P		R_P		I_P		B_P		g_func		h_func
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.417613	0.072300	0.997735	0.000000	0.997735	0.000000
0.430696	0.071525	0.997550	0.000000	0.997550	0.000000
0.417188	0.072571	0.997261	0.000000	0.997261	0.000000
0.419122	0.071565	0.996858	0.000000	0.996858	0.000000
0.414836	0.074913	0.996331	0.000000	0.996331	0.000000
0.418467	0.071845	0.995668	0.000000	0.995668	0.000000
0.419333	0.071485	0.994854	0.000000	0.994854	0.000000
0.421843	0.070873	0.993872	0.000000	0.993872	0.000000
0.415659	0.073885	0.992702	0.000000	0.992702	0.000000
0.438852	0.074092	0.991321	0.000000	0.991321	0.000000
0.421110	0.070997	0.989706	0.000000	0.989706	0.000000
0.421242	0.070971	0.987831	0.000000	0.987831	0.000000
0.418567	0.071798	0.985669	0.000000	0.985669	0.000000
0.417979	0.072091	0.983193	0.000000	0.983193	0.000000
0.414374	0.075644	0.980373	0.000000	0.980373	0.000000
0.419440	0.071447	0.977181	0.000000	0.977181	0.000000
0.420778	0.071066	0.973588	0.000000	0.973588	0.000000
0.423185	0.070741	0.969566	0.000000	0.969566	0.000000
0.424139	0.070711	0.965091	0.000000	0.965091	0.000000
0.419312	0.071493	0.960139	0.000000	0.960139	0.000000
0.443670	0.076114	0.954690	0.000000	0.954690	0.000000
0.432934	0.072096	0.948729	0.000000	0.948729	0.000000
0.440571	0.074779	0.942245	0.000000	0.942245	0.000000
0.442367	0.075538	0.935235	0.000000	0.935235	0.000000
0.442012	0.075384	0.927700	0.000000	0.927700	0.000000
0.454032	0.081303	0.919651	0.000000	0.919651	0.000000
0.438935	0.074125	0.911107	0.000000	0.911107	0.000000
0.442389	0.075547	0.902095	0.000000	0.902095	0.000000
0.443150	0.075881	0.892652	0.000000	0.892652	0.000000
0.423561	0.070723	0.882823	0.000000	0.882823	0.000000
0.430661	0.071517	0.872665	0.000000	0.872665	0.000000
0.319622	0.056723	0.861997	0.000000	0.861997	0.000000
0.313487	0.053715	0.850771	0.000000	0.850771	0.000000
0.318886	0.056336	0.838994	0.000000	0.838994	0.000000
0.312482	0.053276	0.826677	0.000000	0.826677	0.000000
0.304050	0.050466	0.813836	0.000000	0.813836	0.000000
0.308697	0.051794	0.800491	0.000000	0.800491	0.000000
0.317249	0.055499	0.786668	0.000000	0.786668	0.000000
0.303594	0.050375	0.772396	0.000000	0.772396	0.000000
0.307308	0.051331	0.757713	0.000000	0.757713	0.000000
0.301186	0.050046	0.742657	0.000000	0.742657	0.000000
0.300140	0.050001	0.727275	0.000000	0.727275	0.000000
0.314399	0.054128	0.711618	0.000000	0.711618	0.000000
0.296837	0.050438	0.695740	0.000000	0.695740	0.000000
0.297542	0.050250	0.679701	0.000000	0.679701	0.000000
0.308064	0.051577	0.663567	0.000000	0.663567	0.000000
0.298634	0.050071	0.647405	0.000000	0.647405	0.000000
0.300700	0.050016	0.631286	0.000000	0.631286	0.000000
0.297321	0.050302	0.615285	0.000000	0.615285	0.000000
0.296353	0.050608	0.599480	0.000000	0.599480	0.000000
0.309099	0.051937	0.583949	0.000000	0.583949	0.000000
0.299262	0.050020	0.568773	0.000000	0.568773	0.000000
0.299396	0.050013	0.554032	0.000000	0.554032	0.000000
0.417761	0.072213	0.000000	0.000000	0.000000	0.000000
0.294152	0.052003	0.000000	0.000000	0.000000	0.000000
0.415725	0.073815	0.000000	0.000000	0.000000	0.000000
0.312021	0.053080	0.000000	0.000000	0.000000	0.000000
0.420100	0.071238	0.000000	0.000000	0.000000	0.000000
0.430731	0.071533	0.000000	0.000000	0.000000	0.000000
0.439567	0.074373	0.000000	0.000000	0.000000	0.000000
0.427637	0.070958	0.000000	0.000000	0.000000	0.000000
0.431916	0.071821	0.000000	0.000000	0.000000	0.000000
0.422019	0.070849	0.000000	0.000000	0.000000	0.000000
0.293169	0.053219	0.000000	0.000000	0.000000	0.000000
