Path no.	a	b	c	E_P	R_P	I_P	Length	No. pixel
1.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	10.930769245225207	0.30362953579271956	84.90206123731878	848.8556723058318	163.0
2.0	0.19371294336139652	0.19371294336139652	0.6125741132772069	21.3891999571708	0.2587639354065071	62.78985620982712	1019.3457085576463	176.0
3.0	0.08333333333333333	0.08333333333333333	0.8333333333333334	23.2878841098917	0.16259371218892288	58.05779744609026	1079.990706089761	185.0
4.0	0.19371294336139652	0.6125741132772069	0.19371294336139652	10.82418596822424	0.13286791634377879	86.72197660588972	848.8556723058318	163.0
5.0	0.1365270594958143	0.4317364702520928	0.4317364702520928	22.163397746587346	0.014350443482536161	62.83034892327851	1014.9196058532658	173.0
6.0	0.07061011116965424	0.22328877713380335	0.7061011116965423	23.63276812959607	0.02983135516106493	58.05779744609026	1083.9379302080088	185.0
7.0	0.08333333333333333	0.8333333333333334	0.08333333333333333	11.189843956211025	0.09567002864106353	86.38019132399313	852.8028964240796	163.0
8.0	0.07061011116965424	0.7061011116965423	0.22328877713380335	22.163397746587346	0.014350443482536161	62.83034892327851	1014.9196058532658	173.0
9.0	0.047619047619047616	0.47619047619047616	0.47619047619047616	23.63276812959607	0.02983135516106493	58.05779744609026	1083.9379302080088	185.0
10.0	0.6125741132772069	0.19371294336139652	0.19371294336139652	11.02556262026239	0.39005771773845765	90.32030567972339	848.8556723058318	163.0
11.0	0.4317364702520928	0.1365270594958143	0.4317364702520928	10.937237608121043	0.35973443143284517	84.70742775343206	848.8556723058318	163.0
12.0	0.22328877713380335	0.07061011116965424	0.7061011116965423	21.3891999571708	0.2587639354065071	62.78985620982712	1019.3457085576463	176.0
13.0	0.43173647025209283	0.43173647025209283	0.1365270594958143	10.971517583584847	0.22623369387993908	90.86303782908595	848.8556723058318	163.0
14.0	0.33333333333333337	0.33333333333333337	0.33333333333333337	10.930769245225207	0.30362953579271956	84.90206123731878	848.8556723058318	163.0
15.0	0.19371294336139655	0.19371294336139655	0.6125741132772068	21.3891999571708	0.2587639354065071	62.78985620982712	1019.3457085576463	176.0
16.0	0.22328877713380335	0.7061011116965423	0.07061011116965424	10.852639066064809	0.10562310667017707	93.72446202699444	848.8556723058318	163.0
17.0	0.19371294336139655	0.6125741132772068	0.19371294336139655	10.82418596822424	0.13286791634377879	86.72197660588972	848.8556723058318	163.0
18.0	0.13652705949581434	0.4317364702520929	0.4317364702520929	22.163397746587346	0.014350443482536161	62.83034892327851	1014.9196058532658	173.0
19.0	0.8333333333333334	0.08333333333333333	0.08333333333333333	11.077517920062872	0.535381121341864	91.43822999744094	848.8556723058318	163.0
20.0	0.7061011116965423	0.07061011116965424	0.22328877713380335	11.036619523291959	0.4640836994141757	90.67953861205257	848.8556723058318	163.0
21.0	0.47619047619047616	0.047619047619047616	0.47619047619047616	10.94503753998126	0.4350966179235871	84.68332440994527	848.8556723058318	163.0
22.0	0.7061011116965423	0.22328877713380335	0.07061011116965424	10.984496314301358	0.2851791303813617	92.21800969986595	848.8556723058318	163.0
23.0	0.6125741132772068	0.19371294336139655	0.19371294336139655	11.02556262026239	0.39005771773845765	90.32030567972339	848.8556723058318	163.0
24.0	0.4317364702520929	0.13652705949581434	0.4317364702520929	10.937237608121043	0.35973443143284517	84.70742775343206	848.8556723058318	163.0
25.0	0.47619047619047616	0.47619047619047616	0.047619047619047616	10.93564275937289	0.18828936951997596	92.2103571489302	848.8556723058318	163.0
26.0	0.4317364702520929	0.4317364702520929	0.13652705949581434	10.971517583584847	0.22623369387993908	90.86303782908595	848.8556723058318	163.0
