Path no.	a	b	c	E_P	R_P	I_P	Length	No. pixel
1.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	29.26226951307456	-0.006372013242967705	13.054203755018534	481.01439813356654	80.0
2.0	0.30380826716022774	0.30380826716022774	0.3923834656795445	29.26226951307456	-0.006372013242967705	13.054203755018534	481.01439813356654	80.0
3.0	0.2726206628903694	0.2726206628903694	0.4547586742192613	29.26226951307456	-0.006372013242967705	13.054203755018534	481.01439813356654	80.0
4.0	0.24070663630827838	0.24070663630827838	0.5185867273834431	30.257067521592074	-0.006585791736634147	12.538335091230692	497.2821731926904	83.0
5.0	0.20909306417365262	0.20909306417365262	0.5818138716526947	30.910306883619555	-0.006726819801517635	12.289016789552988	507.96773037006216	84.0
6.0	0.17876891510895462	0.17876891510895462	0.6424621697820907	31.081394447009252	-0.006762589086259745	12.237635589001002	510.75883931093824	85.0
7.0	0.15056638178790074	0.15056638178790074	0.6988672364241985	31.83707457896794	-0.006918333892837944	12.042563146707835	523.0793902518144	88.0
8.0	0.12508063787386264	0.12508063787386264	0.7498387242522747	39.036414009077525	-0.008489652456444346	10.817736840603175	640.9010397839293	109.0
9.0	0.10264161723118406	0.10264161723118406	0.7947167655376318	39.036414009077525	-0.008489652456444346	10.817736840603175	640.9010397839293	109.0
10.0	0.08333333333333333	0.08333333333333333	0.8333333333333334	39.036414009077525	-0.008489652456444346	10.817736840603175	640.9010397839293	109.0
11.0	0.30380826716022774	0.3923834656795445	0.30380826716022774	29.26226951307456	-0.006372013242967705	13.054203755018534	481.01439813356654	80.0
12.0	0.27908799279413005	0.360456003602935	0.360456003602935	29.26226951307456	-0.006372013242967705	13.054203755018534	481.01439813356654	80.0
13.0	0.2525475607518618	0.3261777174893931	0.42127472175874514	29.26226951307456	-0.006372013242967705	13.054203755018534	481.01439813356654	80.0
14.0	0.22492206902727188	0.2904980229066276	0.48457990806610046	30.257067521592074	-0.006585791736634147	12.538335091230692	497.2821731926904	83.0
15.0	0.19707893282386293	0.25453722967015097	0.5483838375059861	30.910306883619555	-0.006726819801517635	12.289016789552988	507.96773037006216	84.0
16.0	0.1699130442980791	0.21945113544484318	0.6106358202570776	31.081394447009252	-0.006762589086259745	12.237635589001002	510.75883931093824	85.0
17.0	0.14423482239651478	0.18628643654969992	0.6694787410537852	31.83707457896794	-0.006918333892837944	12.042563146707835	523.0793902518144	88.0
18.0	0.12067978194866266	0.15586393194986448	0.7234562861014728	39.036414009077525	-0.008489652456444346	10.817736840603175	640.9010397839293	109.0
19.0	0.09965929981614352	0.12871493529315806	0.7716257648906985	39.036414009077525	-0.008489652456444346	10.817736840603175	640.9010397839293	109.0
20.0	0.08135670661985557	0.10507622718158866	0.8135670661985558	39.036414009077525	-0.008489652456444346	10.817736840603175	640.9010397839293	109.0
21.0	0.2726206628903694	0.4547586742192613	0.2726206628903694	29.26226951307456	-0.006372013242967705	13.054203755018534	481.01439813356654	80.0
22.0	0.2525475607518618	0.42127472175874514	0.3261777174893931	29.26226951307456	-0.006372013242967705	13.054203755018534	481.01439813356654	80.0
23.0	0.2306166118319001	0.38469169408405	0.38469169408405	29.26226951307456	-0.006372013242967705	13.054203755018534	481.01439813356654	80.0
24.0	0.20735981239767615	0.345897014454267	0.446743173148057	30.257067521592074	-0.006585791736634147	12.538335091230692	497.2821731926904	83.0
25.0	0.1834640229103635	0.30603643517366125	0.5104995419159752	30.910306883619555	-0.006726819801517635	12.289016789552988	507.96773037006216	84.0
26.0	0.15969557676781265	0.2663882773948615	0.573916145837326	31.081394447009252	-0.006762589086259745	12.237635589001002	510.75883931093824	85.0
27.0	0.13680471895193544	0.2282040251752266	0.634991255872838	31.83707457896794	-0.006918333892837944	12.042563146707835	523.0793902518144	88.0
28.0	0.11543421159964617	0.19255587038063504	0.6920099180197187	39.036414009077525	-0.008489652456444346	10.817736840603175	640.9010397839293	109.0
29.0	0.09605467557532285	0.16022885592777342	0.7437164684969036	39.036414009077525	-0.008489652456444346	10.817736840603175	640.9010397839293	109.0
30.0	0.07893843256638876	0.1316772417697237	0.7893843256638876	39.036414009077525	-0.008489652456444346	10.817736840603175	640.9010397839293	109.0
31.0	0.24070663630827838	0.5185867273834431	0.24070663630827838	29.26226951307456	-0.006372013242967705	13.054203755018534	481.01439813356654	80.0
32.0	0.22492206902727188	0.48457990806610046	0.2904980229066276	29.26226951307456	-0.006372013242967705	13.054203755018534	481.01439813356654	80.0
33.0	0.20735981239767612	0.4467431731480569	0.34589701445426696	29.26226951307456	-0.006372013242967705	13.054203755018534	481.01439813356654	80.0
34.0	0.18836402412823885	0.4058179879358806	0.4058179879358806	30.257067521592074	-0.006585791736634147	12.538335091230692	497.2821731926904	83.0
35.0	0.16843540425738773	0.3628830779616602	0.4686815177809522	30.910306883619555	-0.006726819801517635	12.289016789552988	507.96773037006216	84.0
36.0	0.1481866030362502	0.3192583581792815	0.5325550387844683	31.081394447009252	-0.006762589086259745	12.237635589001002	510.75883931093824	85.0
37.0	0.12827052111465376	0.2763504603978773	0.595379018487469	31.83707457896794	-0.006918333892837944	12.042563146707835	523.0793902518144	88.0
38.0	0.10929825153192438	0.23547594466020838	0.6552258038078672	39.036414009077525	-0.008489652456444346	10.817736840603175	640.9010397839293	109.0
39.0	0.0917677743469281	0.1977076764800399	0.710524549173032	39.036414009077525	-0.008489652456444346	10.817736840603175	640.9010397839293	109.0
40.0	0.07601999048714546	0.16378010464139997	0.7601999048714545	39.036414009077525	-0.008489652456444346	10.817736840603175	640.9010397839293	109.0
