Path no.	a	b	c	E_P	R_P	I_P	E	crash	S	Length	No. pixel
1.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	37.45323291043319	14.686744266191344	55.68892027004392	633654.8943164247	0.9762312396994833	0.3208668259750741	4810.894902883112	82.0
2.0	0.30380826716022774	0.30380826716022774	0.3923834656795445	39.56159887416129	16.16330543604966	52.16417068619771	669325.4174758373	0.9839793296027944	0.36385157699758897	5121.918337471854	82.0
3.0	0.2726206628903694	0.2726206628903694	0.4547586742192613	39.578143152811336	16.349604583945272	52.035036997242386	669605.3229025492	0.9844754583669605	0.36542637808240996	5121.918337471854	82.0
4.0	0.24070663630827838	0.24070663630827838	0.5185867273834431	39.61032945103622	16.72604780636116	51.81000410423279	670149.8688286352	0.9855351352504681	0.36817068165569766	5121.918337471854	82.0
5.0	0.20909306417365262	0.20909306417365262	0.5818138716526947	39.66196328851048	17.34811038627413	51.537314834354326	671023.4391798555	0.9872070452860409	0.3714961605566546	5121.918337471854	82.0
6.0	0.17876891510895462	0.17876891510895462	0.6424621697820907	39.658515552957	17.704339084419548	51.434061930716744	670965.1084474192	0.9872940256770957	0.3727553423083324	5121.918337471854	82.0
7.0	0.15056638178790074	0.15056638178790074	0.6988672364241985	39.658515552957	17.704339084419548	51.434061930716744	670965.1084474192	0.9872940256770957	0.3727553423083324	5121.918337471854	82.0
8.0	0.12508063787386264	0.12508063787386264	0.7498387242522747	39.658515552957	17.704339084419548	51.434061930716744	670965.1084474192	0.9872940256770957	0.3727553423083324	5121.918337471854	82.0
9.0	0.10264161723118406	0.10264161723118406	0.7947167655376318	39.658515552957	17.704339084419548	51.434061930716744	670965.1084474192	0.9872940256770957	0.3727553423083324	5121.918337471854	82.0
10.0	0.08333333333333333	0.08333333333333333	0.8333333333333334	39.658515552957	17.704339084419548	51.434061930716744	670965.1084474192	0.9872940256770957	0.3727553423083324	5121.918337471854	82.0
11.0	0.30380826716022774	0.3923834656795445	0.30380826716022774	37.45323291043319	14.686744266191344	55.68892027004392	633654.8943164247	0.9762312396994833	0.3208668259750741	4810.894902883112	82.0
12.0	0.27908799279413005	0.360456003602935	0.360456003602935	39.5527198825298	16.09623921571133	52.23287732088175	669175.1976932796	0.9836587952436592	0.36301369120875915	5121.918337471854	82.0
13.0	0.2525475607518618	0.3261777174893931	0.42127472175874514	39.56159887416129	16.16330543604966	52.16417068619771	669325.4174758373	0.9839793296027944	0.36385157699758897	5121.918337471854	82.0
14.0	0.22492206902727188	0.2904980229066276	0.48457990806610046	39.578143152811336	16.349604583945272	52.035036997242386	669605.3229025492	0.9844754583669605	0.36542637808240996	5121.918337471854	82.0
