Path no.	a	b	c	E_P	R_P	I_P	E	crash	S	Length	No. pixel
1.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	40.84150333761995	29.52107820650777	41.8600676833903	366085.2771893379	0.9999973923456897	0.6511661026384141	3544.9636419966705	120.0
2.0	0.30380826716022774	0.30380826716022774	0.3923834656795445	40.861292337534785	29.887017288753718	41.543931382826486	366262.6570830023	0.999997958161921	0.6538005718097792	3544.9636419966705	120.0
3.0	0.2726206628903694	0.2726206628903694	0.4547586742192613	40.861292337534785	29.887017288753718	41.543931382826486	366262.6570830023	0.999997958161921	0.6538005718097792	3544.9636419966705	120.0
4.0	0.24070663630827838	0.24070663630827838	0.5185867273834431	40.89143362024165	30.27537427896364	41.30412669771067	366532.83028753323	0.9999984209445446	0.6557989441857444	3544.9636419966705	120.0
5.0	0.20909306417365262	0.20909306417365262	0.5818138716526947	41.80511626659009	31.414723385149237	40.458504873446145	374722.6797670321	0.9999991373023013	0.6628457927212821	3610.755002162783	120.0
6.0	0.17876891510895462	0.17876891510895462	0.6424621697820907	52.01628182963395	58.06471566134092	27.743394820663525	466251.0778446278	1.0	0.7688050431611373	4027.4336165481573	120.0
7.0	0.15056638178790074	0.15056638178790074	0.6988672364241985	50.16728855178576	62.192321501191174	27.18307193991859	449677.5151369402	0.9999999999999998	0.7734744005006784	3764.2681758837107	120.0
8.0	0.12508063787386264	0.12508063787386264	0.7498387242522747	50.16728855178576	62.192321501191174	27.18307193991859	449677.5151369402	0.9999999999999998	0.7734744005006784	3764.2681758837107	120.0
9.0	0.10264161723118406	0.10264161723118406	0.7947167655376318	50.16728855178576	62.192321501191174	27.18307193991859	449677.5151369402	0.9999999999999998	0.7734744005006784	3764.2681758837107	120.0
10.0	0.08333333333333333	0.08333333333333333	0.8333333333333334	50.16728855178576	62.192321501191174	27.18307193991859	449677.5151369402	0.9999999999999998	0.7734744005006784	3764.2681758837107	120.0
