Path no.	a	b	c	E_P	R_P	I_P	Length	No. pixel
1.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	15.381827210500472	0.6092051242978749	127.12152066466412	10648.460466901037	178.0
2.0	0.19371294336139652	0.19371294336139652	0.6125741132772069	37.171604586362264	27.245187016267735	85.38260506972682	8180.3683380537805	115.0
3.0	0.08333333333333333	0.08333333333333333	0.8333333333333334	38.81255904340382	29.618027978352085	84.68761229652013	8086.114003894224	112.0
4.0	0.19371294336139652	0.6125741132772069	0.19371294336139652	15.347237642529993	0.16802061461337506	128.4749729385209	10800.160528128003	180.0
5.0	0.1365270594958143	0.4317364702520928	0.4317364702520928	36.90243494485035	26.440596233286534	85.97726580664337	8180.36833805378	115.0
6.0	0.07061011116965424	0.22328877713380335	0.7061011116965423	37.171604586362264	27.245187016267735	85.38260506972682	8180.3683380537805	115.0
7.0	0.08333333333333333	0.8333333333333334	0.08333333333333333	15.785022463641514	0.1658451290186545	126.85152565700128	10737.324305354965	178.0
8.0	0.07061011116965424	0.7061011116965423	0.22328877713380335	15.83838527106855	0.20204134880517713	124.69612396952809	10737.324305354965	178.0
9.0	0.047619047619047616	0.47619047619047616	0.47619047619047616	36.91213901729492	26.452861819773275	85.9629478093221	8180.3683380537805	115.0
10.0	0.6125741132772069	0.19371294336139652	0.19371294336139652	29.56503202595718	18.224743034818157	111.57591037746911	8745.894343011114	133.0
11.0	0.4317364702520928	0.1365270594958143	0.4317364702520928	38.83509975798554	29.421001974898005	87.20262864666994	8117.532115280743	113.0
12.0	0.22328877713380335	0.07061011116965424	0.7061011116965423	37.21517213062882	27.379508042471493	85.33618833957004	8180.36833805378	115.0
13.0	0.43173647025209283	0.43173647025209283	0.1365270594958143	21.104241467379282	9.206522847379379	128.88925356073997	9374.256570741483	153.0
14.0	0.33333333333333337	0.33333333333333337	0.33333333333333337	15.381827210500472	0.6092051242978749	127.12152066466412	10648.460466901037	178.0
15.0	0.19371294336139655	0.19371294336139655	0.6125741132772068	37.171604586362264	27.245187016267735	85.38260506972682	8180.3683380537805	115.0
16.0	0.22328877713380335	0.7061011116965423	0.07061011116965424	16.821935444349787	3.525213110525933	133.07794040181105	9808.719634447112	164.0
17.0	0.19371294336139655	0.6125741132772068	0.19371294336139655	15.347237642529993	0.16802061461337506	128.4749729385209	10800.160528128003	180.0
18.0	0.13652705949581434	0.4317364702520929	0.4317364702520929	36.90243494485035	26.440596233286534	85.97726580664337	8180.36833805378	115.0
19.0	0.8333333333333334	0.08333333333333333	0.08333333333333333	39.277473426808484	29.66303323033273	87.84920560256711	8086.114003894222	112.0
20.0	0.7061011116965423	0.07061011116965424	0.22328877713380335	39.277473426808484	29.66303323033273	87.84920560256711	8086.114003894222	112.0
21.0	0.47619047619047616	0.047619047619047616	0.47619047619047616	38.87697845640697	29.293826273325266	87.26697260141754	8117.532115280743	113.0
22.0	0.7061011116965423	0.22328877713380335	0.07061011116965424	29.56503202595718	18.224743034818157	111.57591037746911	8745.894343011114	133.0
23.0	0.6125741132772068	0.19371294336139655	0.19371294336139655	29.56503202595718	18.224743034818157	111.57591037746911	8745.894343011114	133.0
24.0	0.4317364702520929	0.13652705949581434	0.4317364702520929	38.83509975798554	29.421001974898005	87.20262864666994	8117.532115280743	113.0
25.0	0.47619047619047616	0.47619047619047616	0.047619047619047616	21.104241467379282	9.206522847379379	128.88925356073997	9374.256570741483	153.0
26.0	0.4317364702520929	0.4317364702520929	0.13652705949581434	21.104241467379282	9.206522847379379	128.88925356073997	9374.256570741483	153.0
