Path no.	a	b	c	E_P	R_P	I_P	Length	No. pixel
1.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	47.07275512199365	0.0	23.37762262635863	709.580745843053	123.0
2.0	0.19371294336139652	0.19371294336139652	0.6125741132772069	51.09802843104962	0.0	20.565965571475203	770.7046219613007	135.0
3.0	0.08333333333333333	0.08333333333333333	0.8333333333333334	62.52709619511794	0.1187511863948379	18.141344737055363	934.5384877299116	164.0
4.0	0.19371294336139652	0.6125741132772069	0.19371294336139652	47.07275512199365	0.0	23.37762262635863	709.580745843053	123.0
5.0	0.1365270594958143	0.4317364702520928	0.4317364702520928	51.09802843104962	0.0	20.565965571475203	770.7046219613007	135.0
6.0	0.07061011116965424	0.22328877713380335	0.7061011116965423	62.52709619511794	0.1187511863948379	18.141344737055363	934.5384877299116	164.0
7.0	0.08333333333333333	0.8333333333333334	0.08333333333333333	47.07275512199365	0.0	23.37762262635863	709.580745843053	123.0
8.0	0.07061011116965424	0.7061011116965423	0.22328877713380335	51.09802843104962	0.0	20.565965571475203	770.7046219613007	135.0
9.0	0.047619047619047616	0.47619047619047616	0.47619047619047616	63.19079667488287	0.062178381398530144	18.097248028757633	945.2240449072832	165.0
10.0	0.6125741132772069	0.19371294336139652	0.19371294336139652	43.037188510808896	0.07686519210221458	30.012239848831655	649.8113429072831	103.0
11.0	0.4317364702520928	0.1365270594958143	0.4317364702520928	47.07275512199365	0.0	23.37762262635863	709.580745843053	123.0
12.0	0.22328877713380335	0.07061011116965424	0.7061011116965423	51.09802843104962	0.0	20.565965571475203	770.7046219613007	135.0
13.0	0.43173647025209283	0.43173647025209283	0.1365270594958143	43.037188510808896	0.07686519210221458	30.012239848831655	649.8113429072831	103.0
14.0	0.33333333333333337	0.33333333333333337	0.33333333333333337	47.07275512199365	0.0	23.37762262635863	709.580745843053	123.0
15.0	0.19371294336139655	0.19371294336139655	0.6125741132772068	51.09802843104962	0.0	20.565965571475203	770.7046219613007	135.0
16.0	0.22328877713380335	0.7061011116965423	0.07061011116965424	43.01487794035522	0.019615899097516765	30.347995465258123	649.8113429072832	103.0
17.0	0.19371294336139655	0.6125741132772068	0.19371294336139655	47.07275512199365	0.0	23.37762262635863	709.580745843053	123.0
18.0	0.13652705949581434	0.4317364702520929	0.4317364702520929	51.09802843104962	0.0	20.565965571475203	770.7046219613007	135.0
19.0	0.8333333333333334	0.08333333333333333	0.08333333333333333	42.97632997206138	0.019615899097516765	30.593088623471544	649.8113429072832	103.0
20.0	0.7061011116965423	0.07061011116965424	0.22328877713380335	43.037188510808896	0.07686519210221458	30.012239848831655	649.8113429072831	103.0
21.0	0.47619047619047616	0.047619047619047616	0.47619047619047616	47.07275512199365	0.0	23.37762262635863	709.580745843053	123.0
22.0	0.7061011116965423	0.22328877713380335	0.07061011116965424	42.97632997206138	0.019615899097516765	30.593088623471544	649.8113429072832	103.0
23.0	0.6125741132772068	0.19371294336139655	0.19371294336139655	43.037188510808896	0.07686519210221458	30.012239848831655	649.8113429072831	103.0
24.0	0.4317364702520929	0.13652705949581434	0.4317364702520929	47.07275512199365	0.0	23.37762262635863	709.580745843053	123.0
25.0	0.47619047619047616	0.47619047619047616	0.047619047619047616	42.97632997206138	0.019615899097516765	30.593088623471544	649.8113429072832	103.0
26.0	0.4317364702520929	0.4317364702520929	0.13652705949581434	43.037188510808896	0.07686519210221458	30.012239848831655	649.8113429072831	103.0
